accession	sample_title	breed	scientific_name	sex	center_name
SAMEA5159831	Scotish Highland	Scotish Highland	Bos taurus		UNIBE-IG
SAMEA5159830	Scotish Highland	Scotish Highland	Bos taurus		UNIBE-IG
SAMEA5159829	Scotish Highland	Scotish Highland	Bos taurus		UNIBE-IG
SAMN02941179	ABR SIR ARNOLD'S IMAGE 809T	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941223	ANCHOR T ARNOLD 11X	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941180	KLONDIKE ARNIE 250Z	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN10182839	SIMCANM000000248382		Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941181	RICHWOOD TOPHAND 809C	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941182	SILVERSPRINGS GEORGE 05C	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941183	HVB POLLED EXCEL 31E	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941184	SILVERSPRINGS REGAL 75F	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941185	TSS BOZ BOLD CAT	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941186	STONEY SIDEKICK 13N	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941187	BAR 5 SA PRAFEKT 450P	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941231	RICHWOOD BRAVE46J	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA3706826	Rapid Discovery of De Novo Deleterious Mutations in Cattle Using Genome Sequence Data: Enhancing the Value of Farm Animals as Model Species		Bos taurus		UNIBE-IG
SAMEA19869418	Simmental	Simmental	Bos taurus		UNIBE-IG
SAMEA5159856	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA5159762	Simmental x Holstein	Simmental x Holstein	Bos taurus		UNIBE-IG
SAMEA5159858	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA5160153	Simmental	Simmental	Bos taurus		UNIBE-IG
SAMEA19868668	Simmental	Simmental	Bos taurus		UNIBE-IG
SAMEA4644747	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA19870168	Simmental	Simmental	Bos taurus		UNIBE-IG
SAMEA4644744	Simmental	Simmental	Bos taurus		UNIBE-IG
SAMEA4644745	Simmental	Simmental	Bos taurus		UNIBE-IG
SAMEA5159876	Simmental	Simmental	Bos taurus		UNIBE-IG
SAMEA5159877	Simmental	Simmental	Bos taurus		UNIBE-IG
SAMEA33004918	Simmental	Simmental	Bos taurus		UNIBE-IG
SAMEA33669418	Simmental	Simmental	Bos taurus		UNIBE-IG
SAMN02941230	2J SIEGFRIED N75	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941229	BOLD LEADER 396R	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941188	ER POLLED MASTER 547S	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941224	TEXAS LONESTAR 049X	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941222	3C PASQUE 8773	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941190	ER BIG SKY 545B	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941191	3C WALLY C240 BLK	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941192	ER RED DASH 649D	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941193	BH RIGHT TIME 520E	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941194	NICHOLS SHANNIGAN F5	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941195	LCHMN BODYBUILDER 7303F	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941196	GW LUCKY DICE 187H	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941197	TJ 57J THE GAMBLER	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941198	DAUME LUCKY NUMBERS J955	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941199	HOOKS SHEAR FORCE 38K	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941225	SF WHAT A DREAM 19P	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941200	ES BLACK LEGEND PK26	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941202	HVB RELIEF 14F	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA5159889	Tyrolean Grey	Tyrolean Grey	Bos taurus		UNIBE-IG
SAMEA5716181	Tyrolean Grey Cattle	Tyrolean Grey	Bos taurus		UNIBE-IG
SAMEA5159888	Tyrolean Grey	Tyrolean Grey	Bos taurus		UNIBE-IG
SAMEA5714980	Tyrolean Grey Cattle	Tyrolean Grey	Bos taurus		UNIBE-IG
SAMEA5159887	Tyrolean Grey	Tyrolean Grey	Bos taurus		UNIBE-IG
SAMEA5714981	Tyrolean Grey Cattle	Tyrolean Grey	Bos taurus		UNIBE-IG
SAMEA3682652	Homozygous deletion in MOCOS gene is associated with nephrologic syndrome in Tyrolean Grey	Tyrolean Grey	Bos taurus		UNIBE-IG
SAMEA5159846	Tuxer	Tuxer	Bos taurus		UNIBE-IG
SAMEA2065753	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065739	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065606	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065754	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065605	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065752	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065747	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065743	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065741	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065936	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065748	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065749	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065937	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065745	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065736	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065746	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065750	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065742	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065751	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065737	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065740	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065738	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	female	EBI
SAMEA2065735	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	male	EBI
SAMEA2065744	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	male	EBI
SAMEA2065938	Bos taurus x Bos indicus	Bos taurus x Bos indicus	Bos taurus x Bos indicus;Bos indicus x Bos taurus	male	EBI
SAMN05938744	Animal sample from Bos taurus		Bos taurus	female	"University of Veterinary Medicine Hannover, Foundation"
SAMN06161576	Model organism or animal sample from Bos taurus		Bos taurus	female	Sichuan Agricultural University
SAMN06282405	HOLPOL1	Holstein x Friesian	Bos taurus	female	Wroclaw University of Environmental and Life Sciences
SAMN06282409	HOLPOL5	Holstein x Friesian	Bos taurus	female	Wroclaw University of Environmental and Life Sciences
SAMN06282410	HOLPOL6	Holstein x Friesian	Bos taurus	female	Wroclaw University of Environmental and Life Sciences
SAMN06282411	HOLPOL7	Holstein x Friesian	Bos taurus	female	Wroclaw University of Environmental and Life Sciences
SAMN06282412	HOLPOL8	Holstein x Friesian	Bos taurus	female	Wroclaw University of Environmental and Life Sciences
SAMN06282413	HOLPOL9	Holstein x Friesian	Bos taurus	female	Wroclaw University of Environmental and Life Sciences
SAMN06282414	HOLPOL10	Holstein x Friesian	Bos taurus	female	Wroclaw University of Environmental and Life Sciences
SAMN06282434	HOLPOL30	Holstein x Friesian	Bos taurus	female	Wroclaw University of Environmental and Life Sciences
SAMN06698973	A83		Bos taurus	female	Northwest A&F University
SAMN06699009	NY89		Bos taurus	female	Northwest A&F University
SAMN06699023	BH8		Bos indicus	female	Northwest A&F University
SAMN06699070	LZ15		Bos indicus	female	Northwest A&F University
SAMN07622450	DZ2		Bos taurus	female	Northwest A&F University
SAMN07622451	DZ3		Bos taurus	female	Northwest A&F University
SAMN07622452	DZ4		Bos taurus	female	Northwest A&F University
SAMN07622454	DZ9		Bos taurus	female	Northwest A&F University
SAMN07622455	DZ12		Bos taurus	female	Northwest A&F University
SAMN07692225	albino calf		Bos taurus	female	Ludwig-Maximilians-University
SAMN10693932	Model organism or animal sample from Bos taurus		Bos taurus	female	University of Nebraska Lincoln
SAMN10693934	Model organism or animal sample from Bos taurus		Bos taurus	female	University of Nebraska Lincoln
SAMN10721579	Model organism or animal sample from Bos taurus		Bos taurus	female	Wageningen University and Research
SAMN10721582	Model organism or animal sample from Bos taurus		Bos taurus	female	Wageningen University and Research
SAMN10721583	Model organism or animal sample from Bos taurus		Bos taurus	female	Wageningen University and Research
SAMN10721585	Model organism or animal sample from Bos taurus		Bos taurus	female	Wageningen University and Research
SAMN08767044	Animal sample from Bos taurus		Bos taurus	female	"University of Veterinary Medicine Hannover, Foundation"
SAMN10108008	Animal sample from Bos taurus		Bos taurus	female	"University of Veterinary Medicine Hannover, Foundation"
SAMN10108012	Animal sample from Bos taurus		Bos taurus	female	"University of Veterinary Medicine Hannover, Foundation"
SAMEA4780233	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780234	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780235	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780236	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780237	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780238	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780239	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780240	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780241	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780242	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780243	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780244	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780245	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780246	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780247	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780248	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780249	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780250	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780251	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780252	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780253	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780254	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780255	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780256	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780257	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780258	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780259	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780260	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780262	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780263	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780264	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780265	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780266	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780267	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780268	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780269	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780270	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780271	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780272	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780273	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780274	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780275	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780276	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780277	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780278	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780279	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780280	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780281	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780282	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780283	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780284	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780285	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780286	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780288	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780289	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780290	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780291	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780292	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780293	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780295	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780296	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780297	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780298	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780299	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780300	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780301	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780302	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780303	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780305	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780306	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780307	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780308	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780309	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780310	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780311	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780312	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780313	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780314	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780315	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780317	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780318	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780319	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4780320	Holstein-Freisian sire	Holstein x Freisian	Bos taurus		THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
SAMEA4827645	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMN05939266	Animal sample from Bos taurus		Bos taurus	male	"University of Veterinary Medicine Hannover, Foundation"
SAMN05939364	Animal sample from Bos taurus		Bos taurus	male	"University of Veterinary Medicine Hannover, Foundation"
SAMN05942192	Animal sample from Bos taurus		Bos taurus	male	"University of Veterinary Medicine Hannover, Foundation"
SAMN05942193	Animal sample from Bos taurus		Bos taurus	male	"University of Veterinary Medicine Hannover, Foundation"
SAMN05942194	Animal sample from Bos taurus		Bos taurus	male	"University of Veterinary Medicine Hannover, Foundation"
SAMN05945846	Animal sample from Bos taurus		Bos taurus	male	"University of Veterinary Medicine Hannover, Foundation"
SAMN05945848	Animal sample from Bos taurus		Bos taurus	male	"University of Veterinary Medicine Hannover, Foundation"
SAMN05945849	Animal sample from Bos taurus		Bos taurus	male	"University of Veterinary Medicine Hannover, Foundation"
SAMN05199629	Model organism or animal sample from Bos taurus		Bos taurus	male	USDA-ARS-USMARC
SAMN05199676	Model organism or animal sample from Bos taurus		Bos taurus	male	USDA-ARS-USMARC
SAMN05199762	Model organism or animal sample from Bos taurus		Bos taurus	male	USDA-ARS-USMARC
SAMN05199766	Model organism or animal sample from Bos taurus		Bos taurus	male	USDA-ARS-USMARC
SAMN06698974	CDM3		Bos taurus	male	Northwest A&F University
SAMN06698975	CDM4		Bos taurus	male	Northwest A&F University
SAMN06698976	CDM6		Bos taurus	male	Northwest A&F University
SAMN06698978	CDM8		Bos taurus	male	Northwest A&F University
SAMN06698979	MG49M		Bos taurus	male	Northwest A&F University
SAMN06698980	MG45M		Bos taurus	male	Northwest A&F University
SAMN06698985	MG37M		Bos taurus	male	Northwest A&F University
SAMN06698987	HSK36M		Bos taurus	male	Northwest A&F University
SAMN06698988	HSK42M		Bos taurus	male	Northwest A&F University
SAMN06698989	HSK1M		Bos taurus	male	Northwest A&F University
SAMN06698991	HSK26M		Bos taurus	male	Northwest A&F University
SAMN06698992	HSK29M		Bos taurus	male	Northwest A&F University
SAMN06698993	HSK32M		Bos taurus	male	Northwest A&F University
SAMN06698994	HSK34M		Bos taurus	male	Northwest A&F University
